zip_code,start_date,appts_per_listing
78003,2020-04-16,1.9387755099073305
78003,2020-05-01,1.749999999765625
78003,2020-05-16,2.2203389832766445
78003,2020-06-01,2.214285713946793
78003,2020-06-16,2.1785714285714284
78003,2020-07-01,2.5869565217391304
78003,2020-07-16,3.2678571428258816
78003,2020-08-01,2.1272727275047933
78003,2020-08-16,2.56818181774406
78003,2020-09-01,2.560000000192
78003,2020-09-16,2.40000000036
78003,2020-10-01,2.4999999998745817
78003,2020-10-16,1.87804878014426
78003,2020-11-01,2.134615384307508
78003,2020-11-16,2.0
78003,2020-12-01,2.05
78005,2018-04-01,2.0
78005,2018-04-16,5.0
78005,2018-05-01,1.0
78005,2018-06-16,5.0
78005,2018-07-01,4.0
78005,2018-08-01,1.5
78005,2018-10-01,1.0
78005,2019-01-16,2.0
78005,2019-02-01,2.0
78005,2019-07-01,1.0
78005,2019-07-16,1.6666666666666667
78005,2019-08-01,1.0
78005,2019-08-16,4.0
78005,2019-09-01,3.0
78005,2019-09-16,6.0
78005,2019-10-01,4.0
78005,2019-10-16,3.5
78005,2019-11-01,1.3333333333333333
78005,2019-11-16,2.0
78005,2019-12-01,3.0
78005,2019-12-16,2.0
78005,2020-01-01,3.333333333333333
78005,2020-01-16,2.6666666666666665
78005,2020-02-01,2.0
78005,2020-02-16,3.5
78005,2020-03-01,3.0
78005,2020-03-16,3.0
78005,2020-04-01,5.0
78005,2020-04-16,2.333333333333333
78005,2020-05-01,1.6666666666666667
78005,2020-05-16,4.0
78005,2020-06-01,2.0
78005,2020-06-16,1.5
78005,2020-07-01,1.0
78005,2020-07-16,1.0
78005,2020-08-16,1.0
78005,2020-09-01,2.5
78005,2020-09-16,1.25
78005,2020-10-01,1.0
78005,2020-10-16,1.5
78005,2020-11-16,4.0
78005,2020-12-01,1.0
78006,2018-03-01,2.8140703519633345
78006,2018-04-01,2.575757575678318
78006,2018-04-16,2.5288461540646825
78006,2018-05-01,2.5105263159052824
78006,2018-05-16,2.57142857127196
78006,2018-06-16,2.7023255814849025
78006,2018-07-01,3.004830917853186
78006,2018-08-01,2.601123595169707
78006,2018-08-16,2.4349999995544063
78006,2018-09-01,2.238095238523718
78006,2018-09-16,2.2441860462299577
78006,2018-10-01,1.9810126580639569
78006,2018-10-16,2.363095237770395
78006,2018-11-01,2.09090909058521
78006,2018-11-16,2.6886227541783265
78006,2018-12-01,2.346153845708062
78006,2018-12-16,2.290076335942397
78006,2019-01-01,3.09554140167512
78006,2019-01-16,3.006578947283649
78006,2019-02-01,2.8855421681222984
78006,2019-02-16,2.6993464052064042
78006,2019-03-01,2.76436781632141
78006,2019-03-16,3.0560747665377117
78006,2019-04-01,2.911627907310192
78006,2019-04-16,2.8805970151186364
78006,2019-05-01,2.4871794874677287
78006,2019-05-16,2.5973451325679915
78006,2019-06-01,3.0286885251556788
78006,2019-06-16,2.708695652165664
78006,2019-07-01,2.6812227074632498
78006,2019-07-16,2.9911111110893143
78006,2019-08-01,2.5948717947134714
78006,2019-08-16,2.9740932642179096
78006,2019-09-01,2.3532608689177064
78006,2019-09-16,2.4630541868203197
78006,2019-10-01,2.5412371131509217
78006,2019-10-16,2.502958579993168
78006,2019-11-01,2.2571428568486747
78006,2019-11-16,2.4219653180813414
78006,2019-12-01,2.409937888286965
78006,2019-12-16,2.2846715325661937
78006,2020-01-01,2.6351351351961805
78006,2020-01-16,3.1049723755434138
78006,2020-02-01,3.2010869566492954
78006,2020-02-16,2.7303370785681675
78006,2020-03-01,2.7888888889642187
78006,2020-03-16,2.2986111108382445
78006,2020-04-01,2.2307692306478866
78006,2020-04-16,2.473684210532445
78006,2020-05-01,2.652968036312955
78006,2020-05-16,3.1759656652213484
78006,2020-06-01,2.6858237544409973
78006,2020-06-16,3.1440677967112216
78006,2020-07-01,3.309012875362662
78006,2020-07-16,3.163636363606603
78006,2020-08-01,3.068548386965104
78006,2020-08-16,2.9576271186912675
78006,2020-09-01,3.416289592840433
78006,2020-09-16,3.0938967134029483
78006,2020-10-01,3.1682692309128875
78006,2020-10-16,3.5388349511973267
78006,2020-11-01,3.9435028242917896
78006,2020-11-16,3.358823529294672
78006,2020-12-01,3.4844720491897268
78009,2018-03-01,4.285714285714286
78009,2018-04-01,2.8181818181818183
78009,2018-04-16,1.8947368421052635
78009,2018-05-01,1.5384615384615383
78009,2018-05-16,2.0
78009,2018-06-16,2.4375
78009,2018-07-01,2.238095238095238
78009,2018-08-01,2.2857142857142856
78009,2018-08-16,2.0
78009,2018-09-01,1.5333333333333334
78009,2018-09-16,1.7142857142857142
78009,2018-10-01,1.1428571428571428
78009,2018-10-16,2.8
78009,2018-11-01,1.9166666666666667
78009,2018-11-16,1.9333333333333331
78009,2018-12-01,1.9285714285714288
78009,2018-12-16,1.6470588235294117
78009,2019-01-01,2.0
78009,2019-01-16,2.7222222222222223
78009,2019-02-01,1.8235294117647056
78009,2019-02-16,1.7692307692307692
78009,2019-03-01,1.3571428571428572
78009,2019-03-16,2.176470588235294
78009,2019-04-01,1.7647058823529411
78009,2019-04-16,1.8333333333333333
78009,2019-05-01,2.1111111111111107
78009,2019-05-16,2.1578947368421053
78009,2019-06-01,2.1
78009,2019-06-16,2.0
78009,2019-07-01,1.6
78009,2019-07-16,2.176470588235294
78009,2019-08-01,2.1666666666666665
78009,2019-08-16,2.0588235294117645
78009,2019-09-01,1.9444444444444444
78009,2019-09-16,1.4117647058823528
78009,2019-10-01,1.9090909090909087
78009,2019-10-16,1.8333333333333333
78009,2019-11-01,2.090909090909091
78009,2019-11-16,2.0769230769230766
78009,2019-12-01,2.5
78009,2019-12-16,2.136363636363636
78009,2020-01-01,1.9090909090909087
78009,2020-01-16,2.36
78009,2020-02-01,2.0
78009,2020-02-16,2.7222222222222223
78009,2020-03-01,1.5294117647058822
78009,2020-03-16,1.4545454545454546
78009,2020-04-01,1.8666666666666667
78009,2020-04-16,2.53846153816864
78009,2020-05-01,3.1739130434782608
78009,2020-05-16,4.699999999457691
78009,2020-06-01,3.7222222222222223
78009,2020-06-16,3.1249999996337885
78009,2020-07-01,5.454545454545454
78009,2020-07-16,2.833333333333333
78009,2020-08-01,2.9
78009,2020-08-16,2.7142857142857144
78009,2020-09-01,3.1333333333333333
78009,2020-09-16,2.6666666666666665
78009,2020-10-01,4.625
78009,2020-10-16,4.375
78009,2020-11-01,5.111111111111111
78009,2020-11-16,3.1428571428571432
78009,2020-12-01,1.875
78010,2018-04-01,3.0
78010,2018-04-16,1.3333333333333333
78010,2018-05-01,3.25
78010,2018-05-16,2.5
78010,2018-06-16,2.6666666666666665
78010,2018-07-01,1.5
78010,2018-08-01,3.0
78010,2018-08-16,1.0
78010,2018-12-01,1.0
78010,2019-01-01,2.0
78010,2019-01-16,1.0
78010,2019-02-01,1.0
78010,2019-02-16,1.0
78010,2019-03-01,1.0
78010,2019-03-16,2.0
78010,2019-04-16,2.0
78010,2019-05-01,1.0
78010,2019-06-01,1.0
78010,2019-06-16,3.0
78010,2019-07-01,2.0
78010,2019-07-16,2.333333333333333
78010,2019-08-01,1.0
78010,2019-08-16,1.0
78010,2019-11-01,1.0
78010,2020-01-01,1.0
78010,2020-02-01,1.0
78010,2020-02-16,1.0
78010,2020-04-16,1.0
78010,2020-05-01,2.0
78010,2020-05-16,1.3333333333333333
78010,2020-06-01,1.0
78010,2020-06-16,3.0
78010,2020-07-01,1.3333333333333333
78010,2020-07-16,1.3333333333333333
78010,2020-08-01,5.5
78010,2020-08-16,1.75
78010,2020-09-01,1.5
78010,2020-10-16,2.0
78010,2020-11-01,1.3333333333333333
78010,2020-11-16,3.0
78010,2020-12-01,1.0
78011,2018-04-01,1.0
78011,2018-04-16,2.0
78011,2018-05-01,1.0
78011,2018-05-16,1.0
78011,2018-06-16,1.3333333333333333
78011,2018-07-01,1.6666666666666667
78011,2018-08-01,2.0
78011,2018-08-16,1.0
78011,2018-09-16,1.0
78011,2018-10-01,1.0
78011,2018-10-16,2.0
78011,2018-11-16,1.6
78011,2018-12-01,1.5
78011,2019-01-16,2.0
78011,2019-02-01,1.0
78011,2019-02-16,2.5
78011,2019-03-01,1.0
78011,2019-03-16,3.0
78011,2019-04-01,3.0
78011,2019-04-16,2.0
78011,2019-05-01,2.0
78011,2019-05-16,1.0
78011,2019-06-01,5.0
78011,2019-06-16,1.5
78011,2019-07-01,2.0
78011,2019-07-16,1.5
78011,2019-08-01,2.5
78011,2019-08-16,1.0
78011,2019-09-01,2.0
78011,2019-09-16,2.0
78011,2019-10-01,2.0
78011,2019-10-16,1.0
78011,2019-11-01,1.0
78011,2019-11-16,1.2
78011,2019-12-01,1.0
78011,2019-12-16,2.0
78011,2020-01-01,1.0
78011,2020-01-16,1.0
78011,2020-02-01,1.0
78011,2020-02-16,1.0
78011,2020-03-01,1.0
78011,2020-03-16,1.0
78011,2020-04-16,1.0
78011,2020-05-01,1.75
78011,2020-05-16,1.3333333333333333
78011,2020-06-01,2.0
78011,2020-06-16,2.0
78011,2020-07-16,3.0
78011,2020-08-01,2.0
78011,2020-08-16,1.0
78011,2020-09-16,1.25
78011,2020-10-01,1.0
78011,2020-11-01,1.0
78011,2020-11-16,1.0
78013,2018-03-01,2.75
78013,2018-04-01,1.75
78013,2018-04-16,2.894736842105264
78013,2018-05-01,2.3125
78013,2018-05-16,2.6875
78013,2018-06-16,1.9375
78013,2018-07-01,2.272727272727273
78013,2018-08-01,1.0
78013,2018-08-16,1.4666666666666666
78013,2018-09-01,1.5
78013,2018-09-16,2.1818181818181817
78013,2018-10-01,2.0
78013,2018-10-16,2.2857142857142856
78013,2018-11-01,1.125
78013,2018-11-16,1.875
78013,2018-12-01,1.5
78013,2018-12-16,2.0
78013,2019-01-01,2.0
78013,2019-01-16,2.833333333333333
78013,2019-02-01,2.7777777777777777
78013,2019-02-16,1.6363636363636365
78013,2019-03-01,1.875
78013,2019-03-16,2.8181818181818183
78013,2019-04-01,1.9285714285714288
78013,2019-04-16,2.1111111111111107
78013,2019-05-01,1.6666666666666667
78013,2019-05-16,2.090909090909091
78013,2019-06-01,3.0
78013,2019-06-16,2.071428572316327
78013,2019-07-01,2.8571428571428568
78013,2019-07-16,1.3636363636363635
78013,2019-08-01,1.9090909090909087
78013,2019-08-16,1.7692307692307692
78013,2019-09-01,1.4285714285714286
78013,2019-09-16,1.8333333333333333
78013,2019-10-01,1.8
78013,2019-10-16,1.5714285714285714
78013,2019-11-01,1.2
78013,2019-11-16,1.4444444444444444
78013,2019-12-01,1.0769230769230769
78013,2019-12-16,1.5454545454545454
78013,2020-01-01,1.5833333333333333
78013,2020-01-16,1.375
78013,2020-02-01,1.4545454545454546
78013,2020-02-16,1.5833333333333333
78013,2020-03-01,2.0
78013,2020-03-16,1.8571428571428568
78013,2020-04-01,2.2
78013,2020-04-16,2.0
78013,2020-05-01,2.25
78013,2020-05-16,2.571428571428572
78013,2020-06-01,2.6
78013,2020-06-16,1.8461538461538465
78013,2020-07-01,2.4615384607269646
78013,2020-07-16,1.7692307692307692
78013,2020-08-01,3.625
78013,2020-08-16,2.8181818181818183
78013,2020-09-01,6.333333333333332
78013,2020-09-16,2.571428571428572
78013,2020-10-01,2.5
78013,2020-10-16,1.3636363636363635
78013,2020-11-01,2.4285714285714284
78013,2020-11-16,1.2
78013,2020-12-01,1.1428571428571428
78015,2018-03-01,3.201388889037199
78015,2018-04-01,3.3708609274059937
78015,2018-04-16,2.8728813559625763
78015,2018-05-01,2.6879432625899744
78015,2018-05-16,3.0844155846001344
78015,2018-06-16,3.4097222219806387
78015,2018-07-01,2.644736842165305
78015,2018-08-01,3.0077519380393416
78015,2018-08-16,2.7459016394776987
78015,2018-09-01,2.9396551725764777
78015,2018-09-16,2.6666666666318948
78015,2018-10-01,2.2599999995399283
78015,2018-10-16,2.5904761902039257
78015,2018-11-01,2.480769230787121
78015,2018-11-16,2.5148514848296086
78015,2018-12-01,2.457446808320168
78015,2018-12-16,2.4457831326389226
78015,2019-01-01,2.9090909089807164
78015,2019-01-16,3.5247524756642674
78015,2019-02-01,2.6224489798589192
78015,2019-02-16,3.351648351899221
78015,2019-03-01,3.4239999997901576
78015,2019-03-16,3.870503597255495
78015,2019-04-01,3.6214285715721455
78015,2019-04-16,3.0932203387652555
78015,2019-05-01,3.4274809161074336
78015,2019-05-16,3.178294572985904
78015,2019-06-01,2.8840579708809115
78015,2019-06-16,3.068027211134173
78015,2019-07-01,3.0928571426369227
78015,2019-07-16,2.837837837309371
78015,2019-08-01,3.4621212118823483
78015,2019-08-16,2.9699248117440766
78015,2019-09-01,2.8249999999268534
78015,2019-09-16,2.724489796021017
78015,2019-10-01,3.0370370372273765
78015,2019-10-16,2.783018867955472
78015,2019-11-01,2.5566037733664246
78015,2019-11-16,2.760330578529968
78015,2019-12-01,2.913793103364129
78015,2019-12-16,2.6632653060409206
78015,2020-01-01,3.4150943397623124
78015,2020-01-16,3.823529411628436
78015,2020-02-01,3.9022556391123775
78015,2020-02-16,3.5322580639923267
78015,2020-03-01,3.4452554748863538
78015,2020-03-16,2.68518518498378
78015,2020-04-01,2.5789473680235457
78015,2020-04-16,3.451388889147982
78015,2020-05-01,4.074534161502764
78015,2020-05-16,3.8538011694125456
78015,2020-06-01,4.067073170418192
78015,2020-06-16,3.999999999678709
78015,2020-07-01,3.9999999999881153
78015,2020-07-16,4.1118881122331645
78015,2020-08-01,4.071428571553208
78015,2020-08-16,3.648854961250466
78015,2020-09-01,3.830769230382471
78015,2020-09-16,4.009090908987277
78015,2020-10-01,3.721153846507344
78015,2020-10-16,3.6262626262962883
78015,2020-11-01,5.179775280719242
78015,2020-11-16,4.430379746343826
78015,2020-12-01,3.6049382717659504
78016,2018-03-01,2.0
78016,2018-04-01,2.083333333333333
78016,2018-04-16,2.642857142857143
78016,2018-05-01,4.0
78016,2018-05-16,2.833333333333333
78016,2018-06-16,1.8888888888888888
78016,2018-07-01,2.125
78016,2018-08-01,1.4
78016,2018-08-16,3.0
78016,2018-09-01,2.8
78016,2018-09-16,1.6666666666666667
78016,2018-10-01,2.142857142857143
78016,2018-10-16,1.6923076923076923
78016,2018-11-01,2.333333333333333
78016,2018-11-16,2.9375
78016,2018-12-01,2.272727272727273
78016,2018-12-16,1.6
78016,2019-01-01,3.6
78016,2019-01-16,1.8461538461538465
78016,2019-02-01,3.3846153846153846
78016,2019-02-16,4.181818181818182
78016,2019-03-01,2.9285714285714284
78016,2019-03-16,3.583333333333333
78016,2019-04-01,2.25
78016,2019-04-16,2.3157894736842106
78016,2019-05-01,2.083333333333333
78016,2019-05-16,1.7
78016,2019-06-01,2.0
78016,2019-06-16,2.1875
78016,2019-07-01,2.1666666666666665
78016,2019-07-16,2.176470588235294
78016,2019-08-01,2.066666666666667
78016,2019-08-16,1.6666666666666667
78016,2019-09-01,2.083333333333333
78016,2019-09-16,1.2857142857142858
78016,2019-10-01,1.75
78016,2019-10-16,1.9
78016,2019-11-01,2.090909090909091
78016,2019-11-16,1.9
78016,2019-12-01,1.5454545454545454
78016,2019-12-16,2.25
78016,2020-01-01,1.8571428571428568
78016,2020-01-16,1.875
78016,2020-02-01,2.071428571428572
78016,2020-02-16,1.8888888888888888
78016,2020-03-01,2.6666666666666665
78016,2020-03-16,1.8571428571428568
78016,2020-04-01,2.6
78016,2020-04-16,2.25
78016,2020-05-01,2.8823529411764706
78016,2020-05-16,3.6818181818181817
78016,2020-06-01,2.3076923076923075
78016,2020-06-16,1.6666666666666667
78016,2020-07-01,2.7
78016,2020-07-16,2.0
78016,2020-08-01,1.5
78016,2020-08-16,2.08333333203125
78016,2020-09-01,2.2
78016,2020-09-16,2.095238095238096
78016,2020-10-01,2.4166666666666665
78016,2020-10-16,3.5625
78016,2020-11-01,2.3684210533795014
78016,2020-11-16,2.4375
78016,2020-12-01,2.0
78023,2018-03-01,4.437500000131005
78023,2018-04-01,4.6859504128571166
78023,2018-04-16,4.2391304349089935
78023,2018-05-01,4.264900662276006
78023,2018-05-16,4.514285713958417
78023,2018-06-16,4.639455781834654
78023,2018-07-01,4.047945205778929
78023,2018-08-01,4.057692307647944
78023,2018-08-16,3.5333333334682417
78023,2018-09-01,3.8863636365735057
78023,2018-09-16,2.9811320760171007
78023,2018-10-01,2.983471074354948
78023,2018-10-16,3.4000000002419237
78023,2018-11-01,2.9565217396723966
78023,2018-11-16,3.0744680850414503
78023,2018-12-01,3.0526315788354768
78023,2018-12-16,2.976470588022564
78023,2019-01-01,3.3333333332133552
78023,2019-01-16,3.510204081637913
78023,2019-02-01,3.88
78023,2019-02-16,3.52336448528438
78023,2019-03-01,4.025423728657355
78023,2019-03-16,4.603174603378145
78023,2019-04-01,4.54198473271366
78023,2019-04-16,4.569105690723972
78023,2019-05-01,3.792857143114461
78023,2019-05-16,3.805555555718912
78023,2019-06-01,3.736842105420744
78023,2019-06-16,3.862068965890957
78023,2019-07-01,3.6397058826725273
78023,2019-07-16,4.035714286079908
78023,2019-08-01,3.7432432440769774
78023,2019-08-16,3.777027026949925
78023,2019-09-01,3.3404255326605052
78023,2019-09-16,3.4444444446983105
78023,2019-10-01,3.1833333334082656
78023,2019-10-16,3.7631578946307385
78023,2019-11-01,3.86956521698944
78023,2019-11-16,3.3960396037586515
78023,2019-12-01,3.637362637719262
78023,2019-12-16,2.7529411767740637
78023,2020-01-01,3.8679245276448233
78023,2020-01-16,3.807339449705205
78023,2020-02-01,4.038834951533844
78023,2020-02-16,3.7599999996859537
78023,2020-03-01,4.109243696922172
78023,2020-03-16,3.096774193448492
78023,2020-04-01,2.9479166659779663
78023,2020-04-16,3.7606837601820886
78023,2020-05-01,4.4957983196444715
78023,2020-05-16,4.693430658001922
78023,2020-06-01,4.608695651773674
78023,2020-06-16,4.642276422774709
78023,2020-07-01,4.392857142377217
78023,2020-07-16,4.8346456690955595
78023,2020-08-01,4.5615384614264105
78023,2020-08-16,4.856000000229929
78023,2020-09-01,4.547169811253021
78023,2020-09-16,3.569892473036024
78023,2020-10-01,4.428571429033132
78023,2020-10-16,4.125000000541085
78023,2020-11-01,4.811881187911716
78023,2020-11-16,3.972727272754073
78023,2020-12-01,4.8247422680288565
78026,2018-03-01,2.2
78026,2018-04-01,1.8
78026,2018-04-16,1.25
78026,2018-05-01,1.5
78026,2018-05-16,4.2
78026,2018-06-16,2.0
78026,2018-07-01,2.2
78026,2018-08-01,1.0
78026,2018-08-16,2.333333333333333
78026,2018-09-01,1.75
78026,2018-09-16,1.375
78026,2018-10-01,1.3333333333333333
78026,2018-10-16,1.6
78026,2018-11-01,1.0
78026,2018-11-16,1.5
78026,2018-12-01,1.3333333333333333
78026,2018-12-16,1.0
78026,2019-01-01,1.0
78026,2019-01-16,1.5
78026,2019-02-01,1.25
78026,2019-02-16,1.875
78026,2019-03-01,2.5384615384615383
78026,2019-03-16,2.2
78026,2019-04-01,1.8888888888888888
78026,2019-04-16,1.375
78026,2019-05-01,4.8
78026,2019-05-16,2.5
78026,2019-06-01,1.8333333333333333
78026,2019-06-16,1.5
78026,2019-07-01,1.1428571428571428
78026,2019-07-16,1.75
78026,2019-08-01,2.2
78026,2019-08-16,2.5
78026,2019-09-01,3.0
78026,2019-09-16,2.2222222222222223
78026,2019-10-01,1.25
78026,2019-10-16,2.1111111111111107
78026,2019-11-01,2.555555555555556
78026,2019-11-16,1.2857142857142858
78026,2019-12-01,1.6363636363636365
78026,2019-12-16,1.818181818181818
78026,2020-01-01,1.8888888888888888
78026,2020-01-16,2.4
78026,2020-02-01,3.571428571428572
78026,2020-02-16,2.1818181818181817
78026,2020-03-01,3.090909090909092
78026,2020-03-16,2.6666666666666665
78026,2020-04-01,1.5
78026,2020-04-16,2.0
78026,2020-05-01,2.3
78026,2020-05-16,2.3076923076923075
78026,2020-06-01,2.272727272727273
78026,2020-06-16,2.5454545454545454
78026,2020-07-01,2.5
78026,2020-07-16,2.6666666666666665
78026,2020-08-01,2.466666666666667
78026,2020-08-16,2.090909090909091
78026,2020-09-01,1.4
78026,2020-09-16,1.3999999989500005
78026,2020-10-01,2.7
78026,2020-10-16,2.0
78026,2020-11-01,2.142857142857143
78026,2020-11-16,1.875
78026,2020-12-01,2.4166666666666665
78028,2018-03-01,1.0
78028,2018-04-01,3.5
78028,2018-04-16,2.2857142857142856
78028,2018-05-01,1.3333333333333333
78028,2018-05-16,1.75
78028,2018-06-16,1.4444444444444444
78028,2018-07-01,1.6666666666666667
78028,2018-08-01,1.3333333333333333
78028,2018-08-16,1.0
78028,2018-09-01,2.2
78028,2018-09-16,2.5
78028,2018-10-01,5.0
78028,2018-10-16,1.5
78028,2018-11-01,3.5
78028,2018-11-16,2.0
78028,2018-12-01,1.0
78028,2018-12-16,1.0
78028,2019-01-01,1.3333333333333333
78028,2019-01-16,2.2857142857142856
78028,2019-02-01,1.75
78028,2019-02-16,1.875
78028,2019-03-01,1.6363636363636365
78028,2019-03-16,2.8571428571428568
78028,2019-04-01,2.125
78028,2019-04-16,2.0000000012
78028,2019-05-01,1.5
78028,2019-05-16,2.7777777777777777
78028,2019-06-01,2.5
78028,2019-06-16,1.75
78028,2019-07-01,1.25
78028,2019-07-16,1.25
78028,2019-08-01,1.5
78028,2019-08-16,2.1666666666666665
78028,2019-09-01,2.5
78028,2019-09-16,1.0
78028,2019-10-01,1.6
78028,2019-10-16,1.5
78028,2019-11-01,2.1
78028,2019-11-16,2.2857142857142856
78028,2019-12-01,1.6
78028,2019-12-16,1.0
78028,2020-01-01,1.5
78028,2020-01-16,1.1666666666666667
78028,2020-02-01,2.2
78028,2020-02-16,2.25
78028,2020-03-01,2.2857142857142856
78028,2020-03-16,1.3333333333333333
78028,2020-04-01,1.3333333333333333
78028,2020-04-16,1.3333333333333333
78028,2020-05-01,2.333333333333333
78028,2020-05-16,2.25
78028,2020-06-01,3.2
78028,2020-06-16,1.6666666666666667
78028,2020-07-01,1.25
78028,2020-07-16,1.25
78028,2020-08-01,1.6666666666666667
78028,2020-08-16,2.0
78028,2020-09-01,1.8
78028,2020-09-16,2.25
78028,2020-10-01,1.75
78028,2020-10-16,1.875
78028,2020-11-01,3.8333333333333335
78028,2020-11-16,1.2857142857142858
78028,2020-12-01,2.8
78039,2018-03-01,4.0
78039,2018-04-01,2.0
78039,2018-04-16,5.0
78039,2018-05-01,2.0
78039,2018-05-16,2.5
78039,2018-06-16,3.5
78039,2018-07-01,1.0
78039,2018-08-01,2.6666666666666665
78039,2018-08-16,1.0
78039,2018-09-16,2.5
78039,2018-10-01,1.5
78039,2018-10-16,4.0
78039,2018-11-01,7.5
78039,2018-11-16,3.0
78039,2018-12-01,3.0
78039,2019-01-01,1.0
78039,2019-05-16,8.0
78039,2019-06-01,4.0
78039,2019-06-16,3.0
78039,2019-09-16,1.0
78039,2019-10-16,1.0
78039,2019-11-16,2.0
78039,2019-12-16,1.0
78039,2020-01-01,1.0
78039,2020-01-16,4.0
78039,2020-02-01,1.0
78039,2020-02-16,5.0
78039,2020-03-01,1.0
78039,2020-03-16,1.0
78039,2020-04-16,1.0
78039,2020-05-01,4.0
78039,2020-05-16,1.0
78039,2020-06-01,1.0
78039,2020-06-16,1.0
78039,2020-08-01,7.0
78039,2020-08-16,6.0
78039,2020-09-01,3.5
78039,2020-09-16,2.0
78039,2020-10-01,1.0
78039,2020-11-01,1.0
78039,2020-11-16,6.0
78039,2020-12-01,4.0
78052,2018-03-01,3.4
78052,2018-04-01,1.9285714285714288
78052,2018-04-16,1.7272727272727273
78052,2018-05-01,3.875
78052,2018-05-16,2.363636363636364
78052,2018-06-16,3.5454545454545454
78052,2018-07-01,3.636363636363636
78052,2018-08-01,2.4166666666666665
78052,2018-08-16,2.75
78052,2018-09-01,1.6
78052,2018-09-16,2.769230769230769
78052,2018-10-01,2.117647058823529
78052,2018-10-16,2.3888888888888893
78052,2018-11-01,2.066666666666667
78052,2018-11-16,1.6666666666666667
78052,2018-12-01,2.3
78052,2018-12-16,2.0
78052,2019-01-01,2.2142857142857144
